RegionID,RegionName,SizeRank,tier,date,income,zri,PercentIncomeSpentOnRent
395209,"Washington, DC",7,Bottom Tier,2012-12-31,33800,1344,0.4771597633136095
395209,"Washington, DC",7,Upper Tier,2012-12-31,187700,2541,0.1624507192328183
395209,"Washington, DC",7,Bottom Tier,2013-03-31,34200,1348,0.4729824561403509
395209,"Washington, DC",7,Upper Tier,2013-03-31,188850,2536,0.16114376489277205
395209,"Washington, DC",7,Bottom Tier,2013-06-30,34600,1354,0.46959537572254334
395209,"Washington, DC",7,Upper Tier,2013-06-30,19e4,2517,0.1589684210526316
395209,"Washington, DC",7,Bottom Tier,2013-09-30,34700,1363,0.4713544668587896
395209,"Washington, DC",7,Upper Tier,2013-09-30,190886.124999999,2487,0.15634452215948202
395209,"Washington, DC",7,Bottom Tier,2013-12-31,34800,1373,0.47344827586206895
395209,"Washington, DC",7,Upper Tier,2013-12-31,191772.249999997,2458,0.15380744607210095
